SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,MSZoning,Neighborhood,Condition2,MasVnrType,ExterQual,BsmtQual,CentralAir,Electrical,KitchenQual,SaleType
220000,7,1604,2,1604,2,2006,2006,180.0,1,RL,CollgCr,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
231500,7,1792,2,963,2,2001,2001,172.0,1,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
276000,8,2574,3,1482,2,2007,2007,270.0,1,RL,CollgCr,Norm,Stone,Gd,Ex,Y,SBrkr,Ex,New
151000,6,1212,2,506,1,1977,1995,46.0,1,RL,Sawyer,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
130000,5,1316,2,926,1,1929,2001,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
73000,5,764,2,680,1,1925,2004,0.0,0,RM,OldTown,Norm,None,TA,Fa,N,FuseP,TA,WD
175500,6,1422,2,1422,2,1981,1981,210.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
185000,6,1511,2,802,2,1997,1997,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
179500,5,2192,1,720,2,1939,1997,0.0,1,RL,SWISU,Norm,None,TA,TA,Y,SBrkr,Gd,WD
120500,5,778,1,740,1,1940,1955,0.0,1,RM,IDOTRR,Norm,None,TA,TA,Y,SBrkr,TA,WD
148000,6,1113,1,1143,1,1976,1976,174.0,1,RL,Edwards,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
266000,8,1939,3,1095,2,2006,2006,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
241500,7,1363,2,1385,1,1954,2005,0.0,2,RL,ClearCr,Norm,None,TA,Gd,Y,SBrkr,TA,WD
290000,8,2270,3,1152,2,1999,2007,348.0,1,RL,NoRidge,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
139000,6,1632,1,1240,2,1958,1988,183.0,1,RL,NAmes,Norm,BrkCmn,TA,TA,Y,SBrkr,TA,WD
124500,5,816,1,816,1,1982,1982,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,SBrkr,TA,WD
205000,7,1548,2,952,2,1925,2007,0.0,0,RL,BrkSide,Norm,None,Gd,TA,N,SBrkr,Ex,WD
201000,7,1560,2,1560,2,2003,2003,0.0,0,RL,Mitchel,Norm,None,Gd,Ex,Y,SBrkr,Gd,WD
141000,4,864,2,864,1,1951,1951,0.0,0,RL,Gilbert,Norm,None,TA,TA,Y,SBrkr,TA,WD
192000,7,2022,2,1160,2,1977,1977,299.0,1,RL,ClearCr,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
228500,7,1982,2,807,2,1989,1989,340.0,1,RL,SawyerW,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
185000,6,1262,2,1262,2,2006,2006,68.0,0,FV,Somerst,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,New
207500,7,1314,2,1314,2,2007,2008,166.0,1,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,ConLw
244600,8,1468,3,1468,2,2008,2009,72.0,1,RL,Somerst,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,New
179200,6,1575,2,1575,2,1992,1992,0.0,0,RL,SawyerW,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
164700,7,1250,2,625,2,2006,2007,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
159000,6,1734,2,912,1,1962,1981,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,Gd,WD
88000,4,858,0,858,1,1971,1971,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
122000,5,900,1,882,1,1967,1967,31.0,0,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
153575,6,1396,1,698,1,1915,2003,0.0,0,RL,BrkSide,Norm,None,TA,TA,Y,FuseA,TA,WD
233230,8,1919,2,1079,2,2006,2006,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
135900,5,1716,0,780,2,1912,2000,0.0,0,RL,SWISU,Norm,None,TA,TA,N,SBrkr,Fa,WD
131000,5,1716,1,768,1,1949,2008,0.0,1,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
235000,7,2263,2,795,2,1977,1994,34.0,1,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
167000,6,1644,2,1416,1,1953,1953,238.0,2,RL,NAmes,Norm,Stone,TA,TA,Y,SBrkr,TA,WD
142500,6,1003,2,1003,1,1984,1984,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,SBrkr,TA,WD
152000,5,1558,1,910,1,1950,1950,0.0,0,RM,IDOTRR,Norm,None,TA,TA,Y,FuseA,TA,WD
158500,6,1152,1,1092,1,1950,2004,0.0,1,RL,Crawfor,Norm,None,TA,TA,Y,SBrkr,Gd,WD
157000,5,1336,1,1165,1,1953,1953,56.0,2,RL,Crawfor,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
267000,8,2452,2,1028,2,1998,1999,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
205000,7,1541,3,1541,2,2001,2002,150.0,1,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
149900,5,894,2,894,1,1972,1972,0.0,0,RL,CollgCr,Norm,None,TA,TA,Y,SBrkr,TA,WD
225000,7,2243,3,700,2,1990,1991,246.0,1,RL,SawyerW,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
89500,6,1406,0,319,1,1920,1950,0.0,0,RM,IDOTRR,Norm,None,TA,TA,Y,FuseA,Fa,WD
82500,4,861,2,861,1,1940,1950,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
165600,6,1501,2,697,2,1993,1994,112.0,1,RL,Gilbert,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
132000,6,972,1,972,1,1948,2002,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
119900,5,1118,2,793,1,1939,1950,0.0,1,RM,OldTown,Norm,None,TA,Gd,Y,SBrkr,TA,WD
178000,7,1641,2,728,1,1925,1990,0.0,1,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,Ex,WD
188500,7,1432,2,716,2,2004,2005,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
260000,7,2353,2,845,2,1980,1980,278.0,1,RL,NWAmes,Norm,BrkFace,Gd,Gd,Y,SBrkr,Ex,WD
270000,8,1959,3,1088,2,2006,2006,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
187500,7,1472,2,1372,2,1980,1980,225.0,2,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
126175,3,1163,1,1162,1,1955,2005,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
87000,5,803,2,720,1,1941,1950,0.0,0,RM,IDOTRR,Norm,None,TA,TA,N,FuseF,TA,WD
324000,8,1719,2,1719,1,1993,1993,0.0,2,RL,Veenker,Norm,None,Gd,Gd,Y,SBrkr,Gd,Con
145250,6,1383,1,1383,1,1960,1960,175.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
214500,6,2134,2,844,2,1916,1994,0.0,0,RL,BrkSide,Norm,None,TA,TA,N,FuseA,Gd,WD
78000,5,1192,1,596,1,1920,1950,0.0,0,RM,IDOTRR,Norm,None,TA,TA,N,SBrkr,TA,WD
119000,5,1728,1,1728,2,1964,1964,84.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
139000,5,1056,1,1056,1,1958,1992,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
207000,7,1358,2,1358,2,2004,2004,146.0,1,RM,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
192000,6,1638,2,943,2,1998,1998,0.0,2,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
228950,5,1786,2,1499,2,1965,1965,0.0,2,RL,Timber,Norm,None,TA,TA,Y,SBrkr,TA,WD
214000,7,1536,2,1536,2,2002,2003,113.0,0,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
202500,7,1621,2,1208,2,1984,1998,0.0,0,RL,NWAmes,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
155000,6,1215,1,1215,1,1958,1998,176.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,FuseA,TA,WD
202900,8,1908,2,967,2,2002,2002,0.0,0,RL,Timber,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
82000,4,841,1,721,1,1950,1950,0.0,0,RH,SawyerW,Norm,None,Fa,TA,Y,SBrkr,TA,WD
85000,5,1112,1,536,1,1976,1976,0.0,0,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
140200,6,1577,1,972,1,1939,1950,0.0,1,RL,BrkSide,Norm,None,TA,TA,Y,SBrkr,Fa,WD
151500,6,958,1,958,1,1960,1998,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
157500,6,1478,2,1478,2,1960,1960,30.0,2,RL,NAmes,Norm,BrkFace,TA,TA,Y,FuseA,TA,WD
154000,7,1626,2,764,2,2003,2004,106.0,0,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
190000,7,1453,2,1453,1,1986,1986,0.0,1,RL,ClearCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
95000,5,1111,1,616,1,1941,1950,0.0,0,RL,Edwards,Norm,None,TA,TA,N,SBrkr,TA,ConLw
105900,6,720,2,624,1,1928,2003,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
140000,6,1595,1,940,1,1940,2000,0.0,2,RL,SWISU,Norm,None,TA,TA,Y,SBrkr,TA,WD
177500,6,1200,2,1200,2,1995,1995,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
173000,6,1167,2,1158,2,1992,1992,106.0,0,RL,Gilbert,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
134000,5,1142,2,1142,1,1976,1976,0.0,1,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
130000,5,1352,1,1062,1,1958,1958,120.0,0,RL,ClearCr,Norm,BrkFace,TA,TA,Y,FuseF,Gd,WD
156000,6,912,2,888,1,1978,1978,0.0,1,RL,Mitchel,Norm,None,TA,Gd,Y,SBrkr,TA,WD
145000,5,1505,1,883,1,1940,1982,0.0,0,RL,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
190000,6,1574,2,796,2,1976,1976,120.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
147000,5,1344,1,672,1,1920,1997,0.0,0,RM,IDOTRR,Norm,None,TA,TA,Y,FuseA,TA,WD
159000,6,1394,2,1394,1,1963,1963,247.0,2,RL,NAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
165000,6,1431,1,1099,1,1962,1962,305.0,1,RL,NAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
132000,5,1268,1,1268,1,1954,1954,200.0,1,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
162000,5,1287,2,1063,1,1959,2006,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,Gd,WD
172400,6,1664,2,953,2,2000,2000,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
125000,6,752,1,744,1,1984,1984,0.0,0,RL,SawyerW,Norm,None,TA,Gd,Y,SBrkr,TA,WD
123000,5,1319,1,608,1,1953,1953,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
219500,7,1928,2,847,2,2003,2004,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
148000,5,914,2,870,1,1996,1996,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,TA,WD
340000,8,2466,2,1580,3,2004,2005,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
179000,6,1800,2,982,2,2000,2000,16.0,1,RL,Gilbert,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
127000,5,1691,1,1026,2,1924,1950,0.0,1,RL,SWISU,Norm,None,TA,TA,Y,SBrkr,Gd,WD
187750,7,1301,2,1293,2,2006,2006,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
213500,7,1797,2,939,2,2006,2006,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
76000,6,784,2,784,1,1928,1950,0.0,0,RH,SawyerW,Norm,None,TA,Fa,N,FuseA,TA,WD
240000,6,1953,2,1580,2,1992,1992,0.0,2,RL,ClearCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
192000,8,1269,2,1256,2,2004,2005,16.0,1,RL,Blmngtn,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
81000,5,1184,0,658,1,1910,1996,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
125000,6,1125,1,1041,1,1976,1976,255.0,1,RL,Edwards,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
191000,7,1479,2,1468,2,1999,2000,125.0,0,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
119000,5,1367,1,861,1,1900,1950,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
215000,6,1961,2,804,2,2001,2002,0.0,1,RL,Mitchel,Norm,None,TA,Ex,Y,SBrkr,Gd,WD
100000,4,788,0,788,1,1941,1950,0.0,2,RL,BrkSide,Norm,None,TA,TA,Y,FuseA,TA,WD
109000,5,1034,1,735,1,1940,1950,0.0,0,RL,OldTown,Norm,None,TA,TA,Y,FuseA,TA,WD
129000,5,1144,1,1144,1,1956,1956,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
123000,5,894,2,894,1,1972,1972,0.0,0,RL,CollgCr,Norm,None,TA,TA,Y,SBrkr,TA,WD
169500,5,1812,1,864,2,1962,1962,288.0,1,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
67000,5,1077,1,961,1,1920,1950,0.0,0,RM,IDOTRR,Norm,None,TA,Fa,Y,Mix,TA,WD
241000,7,1550,2,1092,2,2006,2007,100.0,0,FV,Somerst,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
245500,8,1288,2,1260,1,1996,1996,0.0,2,RL,Veenker,Norm,None,Gd,Gd,Y,SBrkr,Ex,WD
164990,7,1310,2,1310,2,2005,2005,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
108000,5,672,1,672,1,1940,1997,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
168000,6,1572,2,806,2,1995,1996,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
150000,4,1620,2,1281,2,1976,1993,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
115000,6,1639,1,1064,1,1936,1950,0.0,0,RL,SWISU,Norm,None,TA,TA,Y,FuseA,TA,WD
177000,6,1680,1,840,2,1915,1976,0.0,0,RL,Crawfor,Norm,None,TA,Gd,Y,SBrkr,TA,WD
339750,8,2078,3,1034,2,2007,2008,100.0,1,FV,Somerst,Norm,Stone,Gd,Ex,Y,SBrkr,Ex,New
60000,5,1276,1,1276,1,1958,1958,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,FuseA,TA,COD
145000,5,1056,2,1056,1,1955,1955,0.0,0,RL,Gilbert,Norm,None,TA,TA,N,SBrkr,TA,WD
115000,5,1028,2,1008,1,1927,1950,0.0,1,RM,OldTown,Norm,None,TA,TA,Y,FuseA,TA,WD
228000,7,2097,3,1080,2,1993,1993,0.0,1,RL,SawyerW,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
181134,7,1340,2,1340,2,2007,2007,0.0,0,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
149500,6,1400,2,672,1,1978,1978,203.0,1,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
239000,6,2624,3,1370,2,1918,1950,0.0,1,RL,Crawfor,Norm,None,TA,Gd,N,FuseA,TA,WD
126000,5,1134,1,756,1,1940,1950,0.0,0,RL,Edwards,Norm,None,TA,TA,N,FuseF,TA,WD
142000,5,1056,1,1056,1,1968,1968,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
215000,6,1602,2,1602,2,1977,2000,126.0,1,RL,NWAmes,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
113000,5,988,2,988,1,1954,1954,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,FuseA,TA,WD
139000,6,1196,1,1196,1,1956,1956,74.0,1,RL,NAmes,Norm,BrkFace,TA,Gd,Y,FuseA,TA,WD
135000,7,1389,1,651,1,1946,1992,0.0,2,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
275000,7,1644,2,1518,2,1989,1989,145.0,1,RL,SawyerW,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
109008,4,907,1,907,1,1957,1957,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
195400,7,1208,2,1208,2,2007,2007,108.0,0,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,New
175000,6,1412,2,1392,2,1988,1988,0.0,1,RL,Timber,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
85400,6,987,1,483,1,1971,1971,232.0,0,RM,BrDale,Norm,BrkFace,TA,TA,Y,SBrkr,TA,COD
79900,6,1198,0,901,1,1920,1998,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,ConLD
181000,6,1604,2,926,2,1997,1998,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
81000,4,630,0,630,1,1972,1972,0.0,0,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
212000,7,1661,2,799,2,1996,1996,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,ConLw
116000,6,1118,2,648,1,1920,1950,0.0,0,RM,OldTown,Norm,None,TA,Fa,Y,FuseA,TA,WD
119000,6,904,1,884,1,1926,2004,0.0,0,RM,BrkSide,Norm,None,Gd,TA,Y,SBrkr,TA,WD
90350,5,694,1,440,1,1913,2002,0.0,1,RL,Crawfor,Norm,None,TA,TA,N,SBrkr,Gd,WD
110000,6,1196,2,684,1,1920,2000,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,Gd,ConLI
118000,4,1440,0,1440,2,1955,1955,270.0,0,RL,Edwards,Norm,BrkFace,TA,TA,N,FuseF,Fa,WD
162900,5,1573,2,1078,2,1930,1992,0.0,1,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
172500,7,1258,3,1258,2,2006,2007,72.0,1,RL,Blmngtn,Norm,BrkFace,Gd,Ex,Y,SBrkr,Gd,New
210000,7,1908,2,915,2,1994,1995,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
127500,6,1689,2,1436,1,1956,1956,0.0,1,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,COD
190000,6,1888,2,1517,2,1966,2002,0.0,1,RL,NAmes,Norm,None,Gd,TA,Y,SBrkr,Gd,WD
199900,7,1886,2,930,2,1998,1999,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
119500,6,1376,1,780,2,1937,1950,0.0,1,RM,IDOTRR,Norm,None,TA,TA,Y,SBrkr,TA,WD
120000,3,1183,1,649,1,1948,2002,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
110000,6,813,1,813,1,1930,2005,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,FuseA,Gd,WD
280000,7,1533,2,1533,2,1975,1975,0.0,2,RL,ClearCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
204000,6,1756,2,872,2,1996,1997,42.0,0,RL,Timber,Norm,BrkFace,Gd,Ex,Y,SBrkr,TA,WD
210000,8,1590,2,768,2,2008,2008,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
188000,5,1728,2,1728,2,1976,1976,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,SBrkr,TA,WD
175500,7,1242,2,1242,1,1973,1973,320.0,1,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
98000,5,1344,3,624,1,1916,1950,0.0,0,RM,OldTown,Norm,None,TA,TA,N,SBrkr,TA,COD
256000,4,1663,2,1364,1,1954,1994,0.0,2,RL,ClearCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
161000,8,1666,1,588,1,1925,1996,0.0,1,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,Gd,WD
110000,5,1203,1,709,1,1950,1950,161.0,1,RL,BrkSide,Norm,BrkCmn,TA,TA,Y,SBrkr,Gd,WD
263435,8,1935,2,832,2,2009,2009,110.0,0,FV,Somerst,Norm,Stone,Gd,Gd,Y,SBrkr,TA,New
155000,7,1135,2,560,1,1936,2007,0.0,0,RL,SWISU,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
62383,5,864,1,864,1,1965,1965,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
188700,6,1660,1,715,1,1934,1995,0.0,1,RL,Crawfor,Norm,None,TA,TA,Y,FuseA,TA,WD
124000,5,1040,0,1040,2,1978,1978,136.0,0,RL,CollgCr,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
178740,7,1414,2,1375,2,2004,2004,18.0,1,RM,Blmngtn,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
167000,7,1277,2,1277,1,1970,1970,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
146500,5,1644,1,728,1,1942,1995,224.0,2,RL,NAmes,Norm,Stone,TA,TA,Y,SBrkr,Gd,WD
250000,8,1634,3,1626,2,2006,2006,248.0,1,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
187000,6,1710,2,832,2,1993,1993,120.0,0,RL,SawyerW,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
212000,8,1502,2,1488,1,1985,1985,0.0,0,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
190000,7,1969,2,808,2,1977,1977,0.0,1,RL,NWAmes,Norm,None,TA,Gd,Y,SBrkr,TA,WD
148000,6,1072,2,547,1,2005,2005,80.0,0,RM,Edwards,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
251000,8,1652,2,1494,2,2000,2000,0.0,0,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Ex,WD
132500,5,970,2,970,1,1963,1963,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
208900,6,1493,2,1478,2,1997,1998,215.0,1,RL,CollgCr,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
297000,8,1718,3,1705,2,2007,2008,336.0,1,RL,CollgCr,Norm,Stone,Gd,Ex,Y,SBrkr,Gd,WD
155000,7,1826,1,910,1,1915,2005,0.0,1,RM,OldTown,Norm,None,Gd,TA,Y,SBrkr,Ex,WD
164000,6,1216,2,1216,2,1998,1998,116.0,0,RM,Mitchel,Norm,BrkFace,TA,Ex,Y,SBrkr,TA,WD
132500,5,999,1,999,1,1962,2001,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,Gd,WD
147000,5,1113,1,1113,1,1950,2007,0.0,1,RL,NAmes,Norm,None,Gd,TA,Y,SBrkr,Gd,WD
156000,5,1073,2,1073,1,1965,1965,168.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
175000,5,1484,2,1484,2,1971,1971,0.0,1,RL,NWAmes,Norm,None,TA,Gd,Y,SBrkr,TA,WD
160000,5,2414,2,954,2,1900,1970,0.0,1,RL,OldTown,Norm,None,TA,TA,N,FuseA,TA,ConLD
86000,4,630,1,630,1,1970,2002,0.0,0,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
115000,5,1304,1,264,1,1976,1976,0.0,1,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
133000,6,1578,1,806,1,1941,1950,0.0,2,RL,NAmes,Norm,None,TA,TA,Y,FuseA,Fa,WD
172785,6,1456,2,728,2,2006,2006,0.0,0,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,TA,New
155000,5,1269,1,1269,1,1960,1960,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,FuseA,TA,WD
91300,5,886,1,190,1,1938,1996,0.0,0,RM,OldTown,Norm,None,TA,Fa,Y,FuseA,TA,WD
34900,4,720,0,720,1,1920,1950,0.0,0,C (all),IDOTRR,Norm,None,TA,TA,N,FuseA,TA,WD
184000,7,1820,1,1026,2,1925,1950,0.0,0,RL,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
130000,5,899,1,864,1,1967,2004,89.0,0,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
120000,5,912,1,912,1,1958,1985,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
113000,6,1218,1,672,1,1973,1973,285.0,0,RM,BrDale,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
226700,7,1768,2,866,2,2005,2005,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
140000,5,1214,2,1214,1,1965,1965,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
289000,7,1801,2,1501,2,1959,1997,0.0,2,RL,Crawfor,Norm,None,TA,TA,Y,SBrkr,TA,WD
147000,6,1322,2,855,2,1974,1974,0.0,1,RL,NPkVill,Norm,None,TA,TA,Y,SBrkr,TA,WD
215000,8,1911,2,777,2,1993,1994,125.0,1,RL,SawyerW,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
208300,6,1218,2,1218,2,2009,2009,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
161000,7,1378,2,689,2,1928,2005,0.0,1,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,Gd,WD
124500,5,1041,1,1041,1,1959,1959,132.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
164900,5,1363,1,1008,1,1951,2000,70.0,2,RL,NAmes,Norm,BrkCmn,Gd,TA,Y,SBrkr,TA,WD
202665,7,1368,2,1368,2,2005,2006,94.0,1,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,New
129900,5,864,2,864,1,1958,1958,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
134000,6,1080,2,1084,1,1983,1983,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,SBrkr,TA,WD
96500,5,789,1,768,1,1926,1950,0.0,0,RL,Crawfor,Norm,None,TA,TA,N,SBrkr,TA,WD
